currency,issue_date,doc_number,booking_class,fare_flag,fee_local,service_type,doc_type_ref,doc_type,service_date,origin,destination,flight_no,trans_code,doc_category,base_fare_usd,fee_usd,equipment_type
CCY-1,2025-12-25,2919742694111,Class 8,Y,124.6,Service Type 2,Doc Type A,A,2025-12-26,KSN,YML,FN-118,TYPE-D,DOC,13.68,3.56,Equip-2
CCY-1,2025-12-19,0131718718036,Class 4,Y,123.9,Service Type 2,Doc Type A,A,2025-12-23,KEE,JYN,FN-118,TYPE-D,DOC,10.94,3.54,Equip-3
CCY-1,2025-12-08,2871718560671,Class 5,Y,105.0,Service Type 3,Doc Type A,A,2025-12-30,QFX,YML,FN-119,TYPE-B,DOC,10.31,3.0,Equip-1
CCY-1,2025-12-23,7355831062128,Class 9,Y,88.9,Service Type 4,Doc Type A,A,2025-12-25,KHV,YML,FN-508,TYPE-C,DOC,10.63,2.54,Equip-1
CCY-4,2025-12-08,6508829031186,Class 1,Y,121.45,Service Type 5,Doc Type A,A,2025-12-21,UMK,MBT,FN-105,TYPE-D,DOC,8.55,3.47,Equip-2
CCY-3,2025-12-29,0856245553810,Class 1,N,145.95,Service Type 2,Doc Type A,A,2025-12-19,KLC,UBR,FN-395,TYPE-C,DOC,18.55,4.17,Equip-2
CCY-3,2025-12-04,3797275458143,Class 1,Y,150.15,Service Type 2,Doc Type A,A,2025-12-25,NAB,VQR,FN-118,TYPE-C,DOC,5.72,4.29,Equip-3
CCY-2,2025-12-16,4662167855576,Class 1,N,126.0,Service Type 5,Doc Type A,A,2025-12-16,DPQ,MBT,FN-395,TYPE-A,DOC,10.41,3.6,Equip-2
CCY-1,2025-12-05,9640821849580,Class 7,N,109.9,Service Type 3,Doc Type A,A,2025-12-20,KLC,DRW,FN-508,TYPE-D,DOC,7.47,3.14,Equip-1
CCY-4,2025-12-21,1879882351960,Class 6,N,53.2,Service Type 1,Doc Type A,A,2025-12-11,KSN,VQR,FN-101,TYPE-C,DOC,13.57,1.52,Equip-2
CCY-3,2025-12-22,7912251575380,Class 2,N,152.25,Service Type 5,Doc Type A,A,2025-12-23,GNP,YML,FN-395,TYPE-C,DOC,15.04,4.35,Equip-3
CCY-2,2025-12-17,9104110979293,Class 7,Y,152.6,Service Type 3,Doc Type A,A,2025-12-18,FUG,KUV,FN-118,TYPE-A,DOC,11.13,4.36,Equip-3
CCY-2,2025-12-27,3732608082872,Class 4,N,134.75,Service Type 4,Doc Type A,A,2025-12-25,TDX,KEE,FN-132,TYPE-D,DOC,11.05,3.85,Equip-2
CCY-4,2025-12-24,2026369580004,Class 9,Y,189.7,Service Type 4,Doc Type A,A,2025-12-18,PVS,TDX,FN-132,TYPE-C,DOC,0.91,5.42,Equip-1
CCY-1,2025-12-03,6399319733086,Class 9,Y,95.2,Service Type 5,Doc Type A,A,2025-12-16,UBR,PVS,FN-394,TYPE-D,DOC,19.48,2.72,Equip-3
CCY-2,2025-12-12,1995290306956,Class 5,N,115.15,Service Type 5,Doc Type A,A,2025-12-16,FUG,TDX,FN-118,TYPE-A,DOC,2.14,3.29,Equip-2
CCY-4,2025-12-07,6515854345920,Class 3,Y,120.4,Service Type 2,Doc Type A,A,2025-12-10,NAB,YML,FN-395,TYPE-B,DOC,4.78,3.44,Equip-1
CCY-4,2025-12-07,3832802873539,Class 5,Y,72.1,Service Type 1,Doc Type A,A,2025-12-15,JKS,UMK,FN-119,TYPE-D,DOC,14.06,2.06,Equip-1
CCY-3,2025-12-12,8758628574331,Class 2,N,133.35,Service Type 3,Doc Type A,A,2025-12-15,ZYR,VQR,FN-395,TYPE-D,DOC,17.6,3.81,Equip-1
CCY-2,2025-12-24,6074339899809,Class 1,N,105.35,Service Type 3,Doc Type A,A,2025-12-02,FUG,NAB,FN-118,TYPE-B,DOC,16.88,3.01,Equip-3
CCY-3,2025-12-24,9998870462815,Class 4,Y,139.3,Service Type 4,Doc Type A,A,2025-12-17,JYN,YML,FN-395,TYPE-B,DOC,4.92,3.98,Equip-1
CCY-1,2025-12-24,6064166813576,Class 4,Y,56.35,Service Type 1,Doc Type A,A,2025-12-19,YML,HGV,FN-394,TYPE-B,DOC,10.65,1.61,Equip-3
CCY-2,2025-12-27,1608874535187,Class 9,N,178.5,Service Type 2,Doc Type A,A,2025-12-17,YML,GNP,FN-132,TYPE-C,DOC,18.76,5.1,Equip-2
CCY-2,2025-12-25,6795035588905,Class 4,Y,180.6,Service Type 2,Doc Type A,A,2025-12-11,ZYR,KHV,FN-132,TYPE-D,DOC,11.79,5.16,Equip-2
CCY-3,2025-12-25,8876970422024,Class 5,N,91.7,Service Type 5,Doc Type A,A,2025-12-20,RZP,LNR,FN-101,TYPE-B,DOC,12.46,2.62,Equip-3
CCY-4,2025-12-25,0240241879878,Class 6,Y,162.4,Service Type 5,Doc Type A,A,2025-12-23,JYN,KHV,FN-133,TYPE-D,DOC,8.85,4.64,Equip-2
CCY-1,2025-12-09,9169680159885,Class 2,Y,130.9,Service Type 1,Doc Type A,A,2025-12-21,KUV,HGV,FN-105,TYPE-C,DOC,8.1,3.74,Equip-3
CCY-2,2025-12-14,4051795892191,Class 8,N,88.9,Service Type 5,Doc Type A,A,2025-12-12,QFX,PVS,FN-117,TYPE-A,DOC,9.2,2.54,Equip-2
CCY-1,2025-12-20,7591776640072,Class 1,Y,91.7,Service Type 2,Doc Type A,A,2025-12-23,KLC,QFX,FN-117,TYPE-C,DOC,17.15,2.62,Equip-3
CCY-3,2025-12-26,7282859712157,Class 9,N,144.55,Service Type 3,Doc Type A,A,2025-12-02,SZV,KHV,FN-118,TYPE-D,DOC,9.98,4.13,Equip-3
CCY-4,2025-12-27,5094216921776,Class 8,N,127.4,Service Type 4,Doc Type A,A,2025-12-03,FUG,TDX,FN-394,TYPE-C,DOC,19.99,3.64,Equip-3
CCY-1,2025-12-27,0617789444517,Class 1,Y,87.15,Service Type 1,Doc Type A,A,2025-12-07,MFP,JYN,FN-133,TYPE-D,DOC,8.73,2.49,Equip-1
CCY-1,2025-12-04,5843013134874,Class 3,Y,116.2,Service Type 4,Doc Type A,A,2025-12-09,DPQ,JYN,FN-508,TYPE-B,DOC,12.4,3.32,Equip-2
CCY-1,2025-12-10,3984010488074,Class 5,Y,130.2,Service Type 1,Doc Type A,A,2025-12-20,QFX,TDX,FN-117,TYPE-D,DOC,7.06,3.72,Equip-2
CCY-4,2025-12-06,8250994241452,Class 2,N,44.8,Service Type 2,Doc Type A,A,2025-12-31,JYN,ZYR,FN-101,TYPE-A,DOC,12.43,1.28,Equip-2
CCY-4,2025-12-07,8869847595186,Class 6,N,87.5,Service Type 1,Doc Type A,A,2025-12-09,TPX,KEE,FN-101,TYPE-B,DOC,7.36,2.5,Equip-2
CCY-3,2025-12-01,6005325897486,Class 8,Y,171.15,Service Type 2,Doc Type A,A,2025-12-03,UMK,TPX,FN-101,TYPE-D,DOC,11.64,4.89,Equip-3
CCY-2,2025-12-12,7739783412708,Class 4,N,75.6,Service Type 3,Doc Type A,A,2025-12-16,SUQ,GNP,FN-119,TYPE-A,DOC,13.19,2.16,Equip-2
CCY-2,2025-12-11,2965738733417,Class 3,Y,92.75,Service Type 3,Doc Type A,A,2025-12-02,YML,FUG,FN-118,TYPE-D,DOC,13.1,2.65,Equip-2
CCY-3,2025-12-13,6627131240132,Class 7,N,125.3,Service Type 2,Doc Type A,A,2025-12-15,ZYR,VQR,FN-119,TYPE-B,DOC,13.62,3.58,Equip-3
CCY-3,2025-12-02,3752335549920,Class 9,N,104.3,Service Type 4,Doc Type A,A,2025-12-23,SZV,ZYR,FN-132,TYPE-A,DOC,18.05,2.98,Equip-1
CCY-2,2025-12-21,4436591532763,Class 6,N,136.85,Service Type 5,Doc Type A,A,2025-12-12,RZP,JYN,FN-105,TYPE-C,DOC,20.19,3.91,Equip-3
CCY-4,2025-12-25,0485513138436,Class 7,Y,182.35,Service Type 1,Doc Type A,A,2025-12-07,QFX,DRW,FN-132,TYPE-C,DOC,8.46,5.21,Equip-2
CCY-3,2025-12-01,2975998900111,Class 9,Y,75.6,Service Type 5,Doc Type A,A,2025-12-11,LNR,ZYR,FN-101,TYPE-C,DOC,13.63,2.16,Equip-1
CCY-2,2025-12-24,0821079108779,Class 9,Y,177.8,Service Type 5,Doc Type A,A,2025-12-16,VQR,NAB,FN-118,TYPE-C,DOC,20.26,5.08,Equip-2
CCY-4,2025-12-21,3728300930633,Class 9,N,87.5,Service Type 1,Doc Type A,A,2025-12-14,JYN,UMK,FN-101,TYPE-B,DOC,11.83,2.5,Equip-1
CCY-3,2025-12-22,2178277105018,Class 4,Y,129.85,Service Type 3,Doc Type A,A,2025-12-23,QFX,ZYR,FN-132,TYPE-A,DOC,11.14,3.71,Equip-1
CCY-2,2025-12-02,8339334622642,Class 5,Y,124.95,Service Type 1,Doc Type A,A,2025-12-25,KSN,DRW,FN-105,TYPE-D,DOC,18.39,3.57,Equip-2
CCY-3,2025-12-20,1447383336707,Class 7,Y,157.5,Service Type 5,Doc Type A,A,2025-12-01,MFP,JKS,FN-508,TYPE-C,DOC,12.51,4.5,Equip-2
CCY-2,2025-12-28,4408477100275,Class 8,N,141.05,Service Type 5,Doc Type A,A,2025-12-16,KEE,NAB,FN-394,TYPE-A,DOC,10.44,4.03,Equip-1
CCY-1,2025-12-05,4838966536763,Class 1,N,120.05,Service Type 2,Doc Type A,A,2025-12-23,UBR,UMK,FN-395,TYPE-D,DOC,10.56,3.43,Equip-1
CCY-3,2025-12-27,7318291313386,Class 1,N,102.9,Service Type 5,Doc Type A,A,2025-12-06,ZYR,KUV,FN-394,TYPE-C,DOC,11.43,2.94,Equip-2
CCY-2,2025-12-06,2544639639266,Class 2,N,151.9,Service Type 4,Doc Type A,A,2025-12-28,SUQ,QFX,FN-508,TYPE-D,DOC,10.11,4.34,Equip-1
CCY-2,2025-12-26,4159844967948,Class 5,N,79.1,Service Type 1,Doc Type A,A,2025-12-29,DRW,KEE,FN-133,TYPE-D,DOC,8.34,2.26,Equip-2
CCY-3,2025-12-25,8564830988908,Class 2,N,139.3,Service Type 3,Doc Type A,A,2025-12-02,SUQ,KLC,FN-133,TYPE-C,DOC,22.6,3.98,Equip-1
CCY-2,2025-12-22,5626408595514,Class 6,N,85.05,Service Type 2,Doc Type A,A,2025-12-21,DPQ,DRW,FN-117,TYPE-A,DOC,0.07,2.43,Equip-2
CCY-3,2025-12-20,6052671697781,Class 8,N,71.75,Service Type 4,Doc Type A,A,2025-12-24,FUG,SUQ,FN-119,TYPE-A,DOC,2.94,2.05,Equip-2
CCY-2,2025-12-09,7956050206515,Class 8,Y,100.1,Service Type 1,Doc Type A,A,2025-12-06,VQR,KSN,FN-118,TYPE-A,DOC,3.69,2.86,Equip-3
CCY-1,2025-12-12,3626396385690,Class 6,Y,107.1,Service Type 4,Doc Type A,A,2025-12-05,RZP,KUV,FN-132,TYPE-D,DOC,6.29,3.06,Equip-3
CCY-3,2025-12-17,1901170782117,Class 7,N,107.8,Service Type 2,Doc Type A,A,2025-12-22,KLC,PVS,FN-508,TYPE-D,DOC,3.87,3.08,Equip-1
CCY-3,2025-12-05,4750712972588,Class 8,Y,157.5,Service Type 2,Doc Type A,A,2025-12-05,KLC,ZYR,FN-117,TYPE-D,DOC,9.93,4.5,Equip-2
CCY-1,2025-12-01,5674182943050,Class 5,N,132.65,Service Type 5,Doc Type A,A,2025-12-07,UMK,QFX,FN-508,TYPE-A,DOC,19.06,3.79,Equip-2
CCY-1,2025-12-01,8657879704157,Class 5,Y,174.65,Service Type 5,Doc Type A,A,2025-12-19,DRW,SZV,FN-118,TYPE-B,DOC,10.37,4.99,Equip-1
CCY-4,2025-12-14,8292730739370,Class 8,Y,56.0,Service Type 3,Doc Type A,A,2025-12-18,KSN,PVS,FN-132,TYPE-D,DOC,4.23,1.6,Equip-2
CCY-3,2025-12-30,9900974993757,Class 3,N,183.75,Service Type 1,Doc Type A,A,2025-12-23,NAB,VQR,FN-395,TYPE-C,DOC,11.58,5.25,Equip-2
CCY-1,2025-12-13,6504344846611,Class 8,N,98.7,Service Type 1,Doc Type A,A,2025-12-14,DRW,SUQ,FN-117,TYPE-B,DOC,10.99,2.82,Equip-1
CCY-3,2025-12-17,2981320272575,Class 3,Y,138.25,Service Type 4,Doc Type A,A,2025-12-30,JKS,MFP,FN-117,TYPE-C,DOC,4.79,3.95,Equip-2
CCY-2,2025-12-04,5229301179685,Class 2,N,132.65,Service Type 3,Doc Type A,A,2025-12-27,TDX,GNP,FN-101,TYPE-C,DOC,16.77,3.79,Equip-2
CCY-1,2025-12-05,4866800156314,Class 4,N,80.15,Service Type 4,Doc Type A,A,2025-12-01,RZP,TPX,FN-105,TYPE-C,DOC,8.85,2.29,Equip-1
CCY-2,2025-12-24,0446358521101,Class 8,Y,107.8,Service Type 1,Doc Type A,A,2025-12-15,GNP,MBT,FN-394,TYPE-A,DOC,5.53,3.08,Equip-2
CCY-4,2025-12-29,2975333565732,Class 5,N,63.7,Service Type 1,Doc Type A,A,2025-12-04,DPQ,LNR,FN-117,TYPE-C,DOC,6.6,1.82,Equip-2
CCY-4,2025-12-23,9338947269707,Class 3,N,87.85,Service Type 5,Doc Type A,A,2025-12-01,JKS,KUV,FN-395,TYPE-D,DOC,9.88,2.51,Equip-1
CCY-2,2025-12-18,1697507838865,Class 6,Y,121.45,Service Type 2,Doc Type A,A,2025-12-27,DRW,TPX,FN-132,TYPE-C,DOC,9.31,3.47,Equip-2
CCY-3,2025-12-30,2289753396886,Class 1,Y,94.85,Service Type 1,Doc Type A,A,2025-12-06,KHV,KLC,FN-132,TYPE-D,DOC,12.4,2.71,Equip-3
CCY-2,2025-12-20,9769971468989,Class 7,Y,70.35,Service Type 2,Doc Type A,A,2025-12-15,TPX,SZV,FN-394,TYPE-C,DOC,12.92,2.01,Equip-2
CCY-3,2025-12-12,5083484036289,Class 6,N,110.25,Service Type 3,Doc Type A,A,2025-12-10,KEE,SZV,FN-118,TYPE-D,DOC,12.53,3.15,Equip-3
CCY-4,2025-12-01,9268981211858,Class 9,N,140.0,Service Type 2,Doc Type A,A,2025-12-27,DPQ,QFX,FN-119,TYPE-B,DOC,4.48,4.0,Equip-3
CCY-4,2025-12-27,5095256308000,Class 1,Y,108.15,Service Type 5,Doc Type A,A,2025-12-04,PVS,ZYR,FN-101,TYPE-D,DOC,7.59,3.09,Equip-2
CCY-4,2025-12-21,0091031280729,Class 5,N,137.55,Service Type 4,Doc Type A,A,2025-12-09,YML,JKS,FN-133,TYPE-B,DOC,17.82,3.93,Equip-1
CCY-4,2025-12-10,0763863186345,Class 6,N,92.4,Service Type 3,Doc Type A,A,2025-12-26,KLC,MFP,FN-394,TYPE-A,DOC,12.17,2.64,Equip-2
CCY-4,2025-12-17,0540712989979,Class 1,Y,128.45,Service Type 1,Doc Type A,A,2025-12-16,FUG,TPX,FN-133,TYPE-B,DOC,16.74,3.67,Equip-1
CCY-4,2025-12-08,1450331523525,Class 4,Y,77.35,Service Type 2,Doc Type A,A,2025-12-02,NAB,GNP,FN-395,TYPE-A,DOC,8.91,2.21,Equip-1
CCY-3,2025-12-20,9391900112840,Class 2,N,110.25,Service Type 2,Doc Type A,A,2025-12-28,HGV,LNR,FN-119,TYPE-C,DOC,1.64,3.15,Equip-3
CCY-4,2025-12-16,9526890826815,Class 5,Y,144.9,Service Type 2,Doc Type A,A,2025-12-18,UMK,KLC,FN-117,TYPE-A,DOC,11.59,4.14,Equip-3
CCY-1,2025-12-23,4919817001591,Class 8,N,151.55,Service Type 1,Doc Type A,A,2025-12-25,UBR,RZP,FN-394,TYPE-C,DOC,13.8,4.33,Equip-3
CCY-3,2025-12-16,8217389145505,Class 7,N,144.9,Service Type 2,Doc Type A,A,2025-12-01,UMK,JYN,FN-117,TYPE-C,DOC,8.51,4.14,Equip-2
CCY-2,2025-12-17,5952529242090,Class 5,Y,132.3,Service Type 3,Doc Type A,A,2025-12-18,UBR,TDX,FN-118,TYPE-B,DOC,9.36,3.78,Equip-1
CCY-1,2025-12-07,7807722441463,Class 4,Y,113.4,Service Type 4,Doc Type A,A,2025-12-17,TPX,RZP,FN-395,TYPE-C,DOC,4.71,3.24,Equip-2
CCY-2,2025-12-01,5069987585257,Class 3,N,95.55,Service Type 5,Doc Type A,A,2025-12-05,MFP,RZP,FN-132,TYPE-D,DOC,2.08,2.73,Equip-2
CCY-1,2025-12-25,6964690164423,Class 8,Y,86.8,Service Type 1,Doc Type A,A,2025-12-25,UMK,KEE,FN-118,TYPE-A,DOC,14.2,2.48,Equip-2
CCY-1,2025-12-24,0517757861235,Class 9,N,134.75,Service Type 4,Doc Type A,A,2025-12-13,SZV,PVS,FN-117,TYPE-D,DOC,6.75,3.85,Equip-3
CCY-1,2025-12-03,9632362537863,Class 1,N,87.85,Service Type 1,Doc Type A,A,2025-12-04,FUG,MBT,FN-119,TYPE-A,DOC,11.48,2.51,Equip-3
CCY-4,2025-12-17,0332316495864,Class 2,N,197.4,Service Type 1,Doc Type A,A,2025-12-11,KUV,KLC,FN-395,TYPE-A,DOC,12.21,5.64,Equip-1
CCY-1,2025-12-24,4601099587244,Class 2,Y,145.6,Service Type 1,Doc Type A,A,2025-12-25,FUG,LNR,FN-119,TYPE-D,DOC,17.77,4.16,Equip-3
CCY-2,2025-12-27,1051968146910,Class 8,N,110.95,Service Type 3,Doc Type A,A,2025-12-08,JYN,KEE,FN-117,TYPE-D,DOC,14.18,3.17,Equip-1
